Name,Type,Extensions,Reference,Source
"Glimmer TS","programming",".gts","https://github.com/search?q=language%3A%22Glimmer%20TS%22&type=repositories","linguist"
"GLSL","programming",".glsl .fp .frag .frg .fs .fsh .fshader .geo","https://www.khronos.org/opengl/wiki/OpenGL_Shading_Language","linguist"
"Glyph","programming",".glf","https://github.com/search?q=language%3A%22Glyph%22&type=repositories","linguist"
"Glyph Bitmap Distribution Format","data",".bdf","https://github.com/search?q=language%3A%22Glyph%20Bitmap%20Distribution%20Format%22&type=repositories","linguist"
"GML (GameMaker)","curated","","https://manual.gamemaker.io","curated"
"GN","data",".gn .gni","https://github.com/search?q=language%3A%22GN%22&type=repositories","linguist"
"Gno","programming",".gno","https://github.com/search?q=language%3A%22Gno%22&type=repositories","linguist"
"GNU Octave","curated","","https://octave.org","curated"
"Gnuplot","programming",".gp .gnu .gnuplot .p .plot .plt","https://github.com/search?q=language%3A%22Gnuplot%22&type=repositories","linguist"
"Go","programming",".go","https://go.dev","linguist"
"Go Checksums","data","","https://github.com/search?q=language%3A%22Go%20Checksums%22&type=repositories","linguist"
"Go Module","data","","https://github.com/search?q=language%3A%22Go%20Module%22&type=repositories","linguist"
"Go Template","markup",".gohtml .gotmpl .html.tmpl .tmpl .tpl","https://github.com/search?q=language%3A%22Go%20Template%22&type=repositories","linguist"
"Go templates","curated","","https://pkg.go.dev/text/template","curated"
"Go Workspace","data","","https://github.com/search?q=language%3A%22Go%20Workspace%22&type=repositories","linguist"
"Godot Resource","data",".gdnlib .gdns .tres .tscn","https://github.com/search?q=language%3A%22Godot%20Resource%22&type=repositories","linguist"
"Golo","programming",".golo","https://github.com/search?q=language%3A%22Golo%22&type=repositories","linguist"
"Gosu","programming",".gs .gst .gsx .vark","https://github.com/search?q=language%3A%22Gosu%22&type=repositories","linguist"
"Grace","programming",".grace","https://github.com/search?q=language%3A%22Grace%22&type=repositories","linguist"
"Gradle","data",".gradle","https://github.com/search?q=language%3A%22Gradle%22&type=repositories","linguist"
"Gradle DSL","curated","","https://gradle.org","curated"
"Gradle Kotlin DSL","data",".gradle.kts","https://github.com/search?q=language%3A%22Gradle%20Kotlin%20DSL%22&type=repositories","linguist"
"Grain","curated","","https://grain-lang.org","curated"
"Grammatical Framework","programming",".gf","https://github.com/search?q=language%3A%22Grammatical%20Framework%22&type=repositories","linguist"
"Graph Modeling Language","data",".gml","https://github.com/search?q=language%3A%22Graph%20Modeling%20Language%22&type=repositories","linguist"
"GraphQL","data",".graphql .gql .graphqls","https://graphql.org","linguist"
"Graphviz (DOT)","data",".dot .gv","https://github.com/search?q=language%3A%22Graphviz%20(DOT)%22&type=repositories","linguist"
"Graphviz DOT","curated","","https://graphviz.org/doc/info/lang.html","curated"
"Gremlin","curated","","https://tinkerpop.apache.org/gremlin.html","curated"
"Groovy","programming",".groovy .grt .gtpl .gvy","https://groovy-lang.org","linguist"
"Groovy (Jenkinsfile)","curated","","https://www.jenkins.io/doc/book/pipeline/syntax/","curated"
"Groovy Server Pages","programming",".gsp","https://github.com/search?q=language%3A%22Groovy%20Server%20Pages%22&type=repositories","linguist"
"GSC","programming",".gsc .csc .gsh","https://github.com/search?q=language%3A%22GSC%22&type=repositories","linguist"
"GtkRC","data",".gtkrc","https://github.com/search?q=language%3A%22GtkRC%22&type=repositories","linguist"
"Guile","curated","","https://www.gnu.org/software/guile/","curated"
"Hack","programming",".hack .hh .hhi .php","https://hacklang.org","linguist"
"Haml","markup",".haml .haml.deface","https://haml.info","linguist"
"Handlebars","markup",".handlebars .hbs","https://handlebarsjs.com","linguist"
"HAProxy","data",".cfg","https://github.com/search?q=language%3A%22HAProxy%22&type=repositories","linguist"
"Harbour","programming",".hb","https://github.com/search?q=language%3A%22Harbour%22&type=repositories","linguist"
"Hare","programming",".ha","https://harelang.org","linguist"
"Haskell","programming",".hs .hs-boot .hsc","https://www.haskell.org","linguist"
"Haxe","programming",".hx .hxsl","https://haxe.org","linguist"
"Haxe (HaxeFlixel)","curated","","https://haxeflixel.com","curated"
"HCL","programming",".hcl .nomad .tf .tfvars .tofu .workflow","https://github.com/search?q=language%3A%22HCL%22&type=repositories","linguist"
"HCL / Terraform","curated","","https://developer.hashicorp.com/terraform/language","curated"
"Hedy","curated","","https://www.hedy.org","curated"
"Helm","curated","","https://helm.sh","curated"
"HIP","programming",".hip","https://github.com/search?q=language%3A%22HIP%22&type=repositories","linguist"
"HiveQL","programming",".q .hql","https://hive.apache.org","linguist"
"HLSL","programming",".hlsl .cginc .fx .fxh .hlsli","https://learn.microsoft.com/windows/win32/direct3dhlsl/dx-graphics-hlsl","linguist"
"HOCON","data",".hocon","https://github.com/search?q=language%3A%22HOCON%22&type=repositories","linguist"
"HolyC","programming",".hc","https://github.com/search?q=language%3A%22HolyC%22&type=repositories","linguist"
"hoon","programming",".hoon","https://github.com/search?q=language%3A%22hoon%22&type=repositories","linguist"
"Hosts File","data","","https://github.com/search?q=language%3A%22Hosts%20File%22&type=repositories","linguist"
"HTML","markup",".html .hta .htm .html.hl .inc .xht .xhtml","https://developer.mozilla.org/docs/Web/HTML","linguist"
"HTML+ECR","markup",".ecr","https://github.com/search?q=language%3A%22HTML%2BECR%22&type=repositories","linguist"
"HTML+EEX","markup",".html.eex .heex .leex","https://github.com/search?q=language%3A%22HTML%2BEEX%22&type=repositories","linguist"
"HTML+ERB","markup",".erb .erb.deface .rhtml","https://github.com/search?q=language%3A%22HTML%2BERB%22&type=repositories","linguist"
"HTML+PHP","markup",".phtml","https://github.com/search?q=language%3A%22HTML%2BPHP%22&type=repositories","linguist"
"HTML+Razor","markup",".cshtml .razor","https://github.com/search?q=language%3A%22HTML%2BRazor%22&type=repositories","linguist"
"HTTP","data",".http","https://github.com/search?q=language%3A%22HTTP%22&type=repositories","linguist"
"Huff","curated","","https://huff.sh","curated"
"Hurl","programming",".hurl","https://github.com/search?q=language%3A%22Hurl%22&type=repositories","linguist"
"HXML","data",".hxml","https://github.com/search?q=language%3A%22HXML%22&type=repositories","linguist"
"Hy","programming",".hy","https://hylang.org","linguist"
"HyPhy","programming",".bf","https://github.com/search?q=language%3A%22HyPhy%22&type=repositories","linguist"
"iCalendar","data",".ics .ical","https://github.com/search?q=language%3A%22iCalendar%22&type=repositories","linguist"
"Icon","curated","","https://en.wikipedia.org/wiki/Icon_(programming_language)","curated"
"IDL","programming",".pro .dlm","https://en.wikipedia.org/wiki/IDL_(programming_language)","linguist"
"Idris","programming",".idr .lidr","https://www.idris-lang.org","linguist"
"Ignore List","data",".gitignore","https://github.com/search?q=language%3A%22Ignore%20List%22&type=repositories","linguist"
"IGOR Pro","programming",".ipf","https://github.com/search?q=language%3A%22IGOR%20Pro%22&type=repositories","linguist"
"IL Assembly","programming",".il","https://github.com/search?q=language%3A%22IL%20Assembly%22&type=repositories","linguist"
"ImageJ Macro","programming",".ijm","https://github.com/search?q=language%3A%22ImageJ%20Macro%22&type=repositories","linguist"
"Imba","programming",".imba","https://imba.io","linguist"
"ImHex Pattern Language","programming",".hexpat","https://github.com/search?q=language%3A%22ImHex%20Pattern%20Language%22&type=repositories","linguist"
"Inform 7","programming",".ni .i7x","https://github.com/search?q=language%3A%22Inform%207%22&type=repositories","linguist"
"INI","data",".ini .cfg .cnf .container .dof .frm .lektorproject .mount","https://en.wikipedia.org/wiki/INI_file","linguist"
"Ink","programming",".ink","https://github.com/search?q=language%3A%22Ink%22&type=repositories","linguist"
"Ink (narrative)","curated","","https://www.inklestudios.com/ink/","curated"
"ink!","curated","","https://use.ink","curated"
"Inko","curated","","https://inko-lang.org","curated"
"Inno Setup","programming",".iss .isl","https://github.com/search?q=language%3A%22Inno%20Setup%22&type=repositories","linguist"
"INTERCAL","curated","","https://en.wikipedia.org/wiki/INTERCAL","curated"
"Io","programming",".io","https://iolanguage.org","linguist"
"Ioke","programming",".ik","https://github.com/search?q=language%3A%22Ioke%22&type=repositories","linguist"
"IRC log","data",".irclog .weechatlog","https://github.com/search?q=language%3A%22IRC%20log%22&type=repositories","linguist"
"IronPython","curated","","https://ironpython.net","curated"
"Isabelle","programming",".thy","https://isabelle.in.tum.de","linguist"
"Isabelle ROOT","programming","","https://github.com/search?q=language%3A%22Isabelle%20ROOT%22&type=repositories","linguist"
"ISPC","programming",".ispc","https://github.com/search?q=language%3A%22ISPC%22&type=repositories","linguist"
"J","programming",".ijs","https://www.jsoftware.com","linguist"
"Jac","programming",".jac","https://github.com/search?q=language%3A%22Jac%22&type=repositories","linguist"
"Jai","programming",".jai","https://en.wikipedia.org/wiki/Jonathan_Blow","linguist"
"Janet","programming",".janet","https://janet-lang.org","linguist"
"JAR Manifest","data","","https://github.com/search?q=language%3A%22JAR%20Manifest%22&type=repositories","linguist"
"Jasmin","programming",".j","https://github.com/search?q=language%3A%22Jasmin%22&type=repositories","linguist"
"JASS","programming",".j","https://github.com/search?q=language%3A%22JASS%22&type=repositories","linguist"
"Java","programming",".java .jav .jsh","https://dev.java","linguist"
"Java Properties","data",".properties","https://github.com/search?q=language%3A%22Java%20Properties%22&type=repositories","linguist"
"Java Server Pages","programming",".jsp .tag","https://github.com/search?q=language%3A%22Java%20Server%20Pages%22&type=repositories","linguist"
"Java Template Engine","programming",".jte","https://github.com/search?q=language%3A%22Java%20Template%20Engine%22&type=repositories","linguist"
"JavaScript","programming",".js ._js .bones .cjs .es .es6 .frag .gs","https://developer.mozilla.org/docs/Web/JavaScript","linguist"
"JavaScript for Automation","curated","","https://en.wikipedia.org/wiki/JavaScript_for_Automation","curated"
"JavaScript+ERB","programming",".js.erb","https://github.com/search?q=language%3A%22JavaScript%2BERB%22&type=repositories","linguist"
"JCL","programming",".jcl","https://en.wikipedia.org/wiki/Job_Control_Language","linguist"
"Jest Snapshot","data",".snap","https://github.com/search?q=language%3A%22Jest%20Snapshot%22&type=repositories","linguist"
"JetBrains MPS","programming",".mps .mpl .msd","https://github.com/search?q=language%3A%22JetBrains%20MPS%22&type=repositories","linguist"
"JFlex","programming",".flex .jflex","https://github.com/search?q=language%3A%22JFlex%22&type=repositories","linguist"
"Jinja","markup",".jinja .j2 .jinja2","https://jinja.palletsprojects.com","linguist"
"Jison","programming",".jison","https://github.com/search?q=language%3A%22Jison%22&type=repositories","linguist"
"Jison Lex","programming",".jisonlex","https://github.com/search?q=language%3A%22Jison%20Lex%22&type=repositories","linguist"
"Jolie","programming",".ol .iol","https://github.com/search?q=language%3A%22Jolie%22&type=repositories","linguist"
"jq","programming",".jq","https://jqlang.github.io/jq/","linguist"
"JRuby","curated","","https://www.jruby.org","curated"
"JSON","data",".json .4DForm .4DProject .avsc .geojson .gltf .har .ice","https://www.json.org","linguist"
"JSON with Comments","data",".jsonc .code-snippets .code-workspace .hujson .sublime-build .sublime-color-scheme .sublime-commands .sublime-completions","https://github.com/search?q=language%3A%22JSON%20with%20Comments%22&type=repositories","linguist"
"JSON5","data",".json5","https://json5.org","linguist"
"JSONiq","programming",".jq","https://github.com/search?q=language%3A%22JSONiq%22&type=repositories","linguist"
"JSONLD","data",".jsonld","https://github.com/search?q=language%3A%22JSONLD%22&type=repositories","linguist"
"Jsonnet","programming",".jsonnet .libsonnet","https://jsonnet.org","linguist"
"JSX","curated","","https://react.dev/learn/writing-markup-with-jsx","curated"
"Julia","programming",".jl","https://julialang.org","linguist"
"Julia REPL","programming","","https://github.com/search?q=language%3A%22Julia%20REPL%22&type=repositories","linguist"
"Jupyter Notebook","markup",".ipynb","https://jupyter.org","linguist"
"Just","programming",".just","https://just.systems","linguist"
"Jython","curated","","https://www.jython.org","curated"
"K","curated","","https://en.wikipedia.org/wiki/K_(programming_language)","curated"
"Kaitai Struct","programming",".ksy","https://github.com/search?q=language%3A%22Kaitai%20Struct%22&type=repositories","linguist"
"KakouneScript","programming",".kak","https://github.com/search?q=language%3A%22KakouneScript%22&type=repositories","linguist"
"KCL","programming",".k","https://github.com/search?q=language%3A%22KCL%22&type=repositories","linguist"
"KDL","data",".kdl","https://github.com/search?q=language%3A%22KDL%22&type=repositories","linguist"
"KerboScript","programming",".ks","https://github.com/search?q=language%3A%22KerboScript%22&type=repositories","linguist"
"KFramework","programming",".k","https://github.com/search?q=language%3A%22KFramework%22&type=repositories","linguist"
"KiCad Layout","data",".kicad_pcb .kicad_mod .kicad_wks","https://github.com/search?q=language%3A%22KiCad%20Layout%22&type=repositories","linguist"
"KiCad Legacy Layout","data",".brd","https://github.com/search?q=language%3A%22KiCad%20Legacy%20Layout%22&type=repositories","linguist"
"KiCad Schematic","data",".kicad_sch .kicad_sym .sch","https://github.com/search?q=language%3A%22KiCad%20Schematic%22&type=repositories","linguist"
"Kickstart","data",".ks","https://github.com/search?q=language%3A%22Kickstart%22&type=repositories","linguist"
"Kit","markup",".kit","https://github.com/search?q=language%3A%22Kit%22&type=repositories","linguist"
"Kodu","curated","","https://en.wikipedia.org/wiki/Kodu_Game_Lab","curated"
"Koka","programming",".kk","https://koka-lang.github.io/koka/doc/index.html","linguist"
"KoLmafia ASH","programming",".ash","https://github.com/search?q=language%3A%22KoLmafia%20ASH%22&type=repositories","linguist"
"Kotlin","programming",".kt .ktm .kts","https://kotlinlang.org","linguist"
"Kotlin Multiplatform","curated","","https://kotlinlang.org/docs/multiplatform.html","curated"
"KQL","curated","","https://learn.microsoft.com/kusto/query/","curated"
"KRL","programming",".krl","https://github.com/search?q=language%3A%22KRL%22&type=repositories","linguist"
"Kubernetes YAML","curated","","https://kubernetes.io/docs/concepts/overview/working-with-objects/","curated"
"Kusto","data",".csl .kql","https://github.com/search?q=language%3A%22Kusto%22&type=repositories","linguist"
"kvlang","markup",".kv","https://github.com/search?q=language%3A%22kvlang%22&type=repositories","linguist"
"LabVIEW","programming",".lvproj .lvclass .lvlib","https://github.com/search?q=language%3A%22LabVIEW%22&type=repositories","linguist"
"LabVIEW G","curated","","https://www.ni.com/labview","curated"
"Ladder Logic","curated","","https://en.wikipedia.org/wiki/Ladder_logic","curated"
"Lambdapi","programming",".lp","https://github.com/search?q=language%3A%22Lambdapi%22&type=repositories","linguist"
"Langium","programming",".langium","https://github.com/search?q=language%3A%22Langium%22&type=repositories","linguist"
"Lark","data",".lark","https://github.com/search?q=language%3A%22Lark%22&type=repositories","linguist"
"Lasso","programming",".lasso .las .lasso8 .lasso9","https://github.com/search?q=language%3A%22Lasso%22&type=repositories","linguist"
"LaTeX","curated","","https://www.latex-project.org","curated"
"Latte","markup",".latte","https://github.com/search?q=language%3A%22Latte%22&type=repositories","linguist"
"Lean","programming",".lean .hlean","https://lean-lang.org","linguist"
"Lean 4","programming",".lean","https://github.com/search?q=language%3A%22Lean%204%22&type=repositories","linguist"
"Leo","programming",".leo","https://github.com/search?q=language%3A%22Leo%22&type=repositories","linguist"
"Less","markup",".less","https://lesscss.org","linguist"
"Lex","programming",".l .lex","https://github.com/search?q=language%3A%22Lex%22&type=repositories","linguist"
"LFE","programming",".lfe","https://lfe.io","linguist"
"LIGO","curated","","https://ligolang.org","curated"
"LigoLANG","programming",".ligo","https://github.com/search?q=language%3A%22LigoLANG%22&type=repositories","linguist"
"LilyPond","programming",".ly .ily","https://github.com/search?q=language%3A%22LilyPond%22&type=repositories","linguist"
"Limbo","programming",".b .m","https://github.com/search?q=language%3A%22Limbo%22&type=repositories","linguist"
"Linear Programming","programming",".lp","https://github.com/search?q=language%3A%22Linear%20Programming%22&type=repositories","linguist"
"Linker Script","programming",".ld .lds .x","https://github.com/search?q=language%3A%22Linker%20Script%22&type=repositories","linguist"
"Linux Kernel Module","data",".mod","https://github.com/search?q=language%3A%22Linux%20Kernel%20Module%22&type=repositories","linguist"
"Liquid","markup",".liquid","https://shopify.github.io/liquid/","linguist"
"Liquidsoap","programming",".liq","https://github.com/search?q=language%3A%22Liquidsoap%22&type=repositories","linguist"
"Lisp","curated","","https://en.wikipedia.org/wiki/Lisp_(programming_language)","curated"
"Literate Agda","programming",".lagda","https://github.com/search?q=language%3A%22Literate%20Agda%22&type=repositories","linguist"
"Literate CoffeeScript","programming",".litcoffee .coffee.md","https://github.com/search?q=language%3A%22Literate%20CoffeeScript%22&type=repositories","linguist"
"Literate Haskell","programming",".lhs","https://github.com/search?q=language%3A%22Literate%20Haskell%22&type=repositories","linguist"
"LiveCode Script","programming",".livecodescript","https://github.com/search?q=language%3A%22LiveCode%20Script%22&type=repositories","linguist"
"LiveScript","programming",".ls ._ls","https://livescript.net","linguist"
"LLVM","programming",".ll","https://github.com/search?q=language%3A%22LLVM%22&type=repositories","linguist"
"LLVM TableGen","programming",".td","https://github.com/search?q=language%3A%22LLVM%20TableGen%22&type=repositories","linguist"
"Lobster","programming",".lobster","https://strlen.com/lobster/","linguist"
"Logo","curated","","https://en.wikipedia.org/wiki/Logo_(programming_language)","curated"
"Logos","programming",".xm .x .xi","https://github.com/search?q=language%3A%22Logos%22&type=repositories","linguist"
"LogQL","curated","","https://grafana.com/docs/loki/latest/query/","curated"
"Logtalk","programming",".lgt .logtalk","https://github.com/search?q=language%3A%22Logtalk%22&type=repositories","linguist"
"LOLCODE","programming",".lol","https://en.wikipedia.org/wiki/LOLCODE","linguist"
"LookML","programming",".lkml .lookml","https://github.com/search?q=language%3A%22LookML%22&type=repositories","linguist"
"LoomScript","programming",".ls","https://github.com/search?q=language%3A%22LoomScript%22&type=repositories","linguist"
"LSL","programming",".lsl .lslp","https://github.com/search?q=language%3A%22LSL%22&type=repositories","linguist"
"LTspice Symbol","data",".asy","https://github.com/search?q=language%3A%22LTspice%20Symbol%22&type=repositories","linguist"
"Lua","programming",".lua .fcgi .nse .p8 .pd_lua .rbxs .rockspec .wlua","https://www.lua.org","linguist"
"Lua (Defold / LÖVE)","curated","","https://love2d.org","curated"
"Luau","programming",".luau","https://github.com/search?q=language%3A%22Luau%22&type=repositories","linguist"
"Luau (Roblox)","curated","","https://luau.org","curated"
"M","programming",".mumps .m","https://github.com/search?q=language%3A%22M%22&type=repositories","linguist"
"M3U","data",".m3u .m3u8","https://github.com/search?q=language%3A%22M3U%22&type=repositories","linguist"
"M4","programming",".m4 .mc","https://github.com/search?q=language%3A%22M4%22&type=repositories","linguist"
"M4Sugar","programming",".m4","https://github.com/search?q=language%3A%22M4Sugar%22&type=repositories","linguist"
"Macaulay2","programming",".m2","https://github.com/search?q=language%3A%22Macaulay2%22&type=repositories","linguist"
"Makefile","programming",".mak .d .make .makefile .mk .mkfile","https://www.gnu.org/software/make/manual/","linguist"
"Mako","programming",".mako .mao","https://github.com/search?q=language%3A%22Mako%22&type=repositories","linguist"
"Malbolge","curated","","https://en.wikipedia.org/wiki/Malbolge","curated"
"Maple","curated","","https://www.maplesoft.com/products/maple/","curated"
"Markdown","prose",".md .livemd .markdown .mdown .mdwn .mkd .mkdn .mkdown","https://commonmark.org","linguist"
"Marko","markup",".marko","https://github.com/search?q=language%3A%22Marko%22&type=repositories","linguist"
"Mask","markup",".mask","https://github.com/search?q=language%3A%22Mask%22&type=repositories","linguist"
"Mathematical Programming System","programming",".mps","https://github.com/search?q=language%3A%22Mathematical%20Programming%20System%22&type=repositories","linguist"
"MATLAB","programming",".matlab .m","https://www.mathworks.com/products/matlab.html","linguist"
"Maven POM","data","","https://github.com/search?q=language%3A%22Maven%20POM%22&type=repositories","linguist"
"Max","programming",".maxpat .maxhelp .maxproj .mxt .pat","https://github.com/search?q=language%3A%22Max%22&type=repositories","linguist"
"Maxima","curated","","https://maxima.sourceforge.io","curated"
"MAXScript","programming",".ms .mcr","https://github.com/search?q=language%3A%22MAXScript%22&type=repositories","linguist"
"mcfunction","programming",".mcfunction","https://github.com/search?q=language%3A%22mcfunction%22&type=repositories","linguist"
"mdsvex","markup",".svx","https://github.com/search?q=language%3A%22mdsvex%22&type=repositories","linguist"
"MDX","markup",".mdx","https://mdxjs.com","linguist"
"MDX (OLAP)","curated","","https://en.wikipedia.org/wiki/MultiDimensional_eXpressions","curated"
"Mercury","programming",".m .moo","https://en.wikipedia.org/wiki/Mercury_(programming_language)","linguist"
"Mermaid","markup",".mmd .mermaid","https://mermaid.js.org","linguist"
"Mesa","curated","","https://en.wikipedia.org/wiki/Mesa_(programming_language)","curated"
"Meson","programming","","https://mesonbuild.com","linguist"
"Metal","programming",".metal","https://github.com/search?q=language%3A%22Metal%22&type=repositories","linguist"
"Metal Shading Language","curated","","https://developer.apple.com/metal/","curated"
"MeTTa","programming",".metta","https://github.com/search?q=language%3A%22MeTTa%22&type=repositories","linguist"
"Michelson","curated","","https://tezos.gitlab.io/active/michelson.html","curated"
"MicroPython","curated","","https://micropython.org","curated"
"Microsoft Developer Studio Project","data",".dsp","https://github.com/search?q=language%3A%22Microsoft%20Developer%20Studio%20Project%22&type=repositories","linguist"
"Microsoft Visual Studio Solution","data",".sln","https://github.com/search?q=language%3A%22Microsoft%20Visual%20Studio%20Solution%22&type=repositories","linguist"
"MiniD","programming",".minid","https://github.com/search?q=language%3A%22MiniD%22&type=repositories","linguist"
"MiniScript","programming",".ms","https://github.com/search?q=language%3A%22MiniScript%22&type=repositories","linguist"
"MiniYAML","data",".yaml .yml","https://github.com/search?q=language%3A%22MiniYAML%22&type=repositories","linguist"
"MiniZinc","programming",".mzn","https://github.com/search?q=language%3A%22MiniZinc%22&type=repositories","linguist"
"MiniZinc Data","data",".dzn","https://github.com/search?q=language%3A%22MiniZinc%20Data%22&type=repositories","linguist"
"Mint","programming",".mint","https://github.com/search?q=language%3A%22Mint%22&type=repositories","linguist"
"Mirah","programming",".druby .duby .mirah","https://github.com/search?q=language%3A%22Mirah%22&type=repositories","linguist"
"Miranda","curated","","https://en.wikipedia.org/wiki/Miranda_(programming_language)","curated"
